code,name,price,change,change_percent,high,low,volume,amount,total_mv,float_mv,pe,pb,turnover_rate,market
001257,N盛龙股份,27.68,19.86,253.96,30.0,20.8,107670600,2575560000.0,508.19,7.02,57.49,-1.0,78.62,深市A股
688813,N泰金,49.47,23.19,88.24,60.55,47.01,2355405300,1193900000.0,79.15,4.56,38.78,-1.0,78.31,沪市A股
301008,宏昌科技,42.29,7.05,20.01,42.29,37.85,28869100,1158770000.0,55.38,3.7,105.56,42.29,24.92,深市A股
300992,泰福泵业,41.88,6.98,20.0,41.88,32.6,15634500,588930000.0,39.93,4.42,227.34,41.88,20.17,深市A股
301079,邵阳液压,44.76,7.46,20.0,44.76,37.0,18241100,778570000.0,48.76,10.31,762.26,44.76,26.24,深市A股
301255,通力科技,29.76,4.96,20.0,29.76,24.4,8654400,243220000.0,45.33,4.31,87.26,29.76,22.73,深市A股
301048,金鹰重工,13.09,2.18,19.98,13.09,10.81,49130700,612450000.0,69.81,2.55,36.63,13.09,9.21,深市A股
300834,星辉环材,30.2,5.03,19.98,30.2,28.01,11395200,341440000.0,58.5,1.99,60.18,30.2,5.92,深市A股
688288,鸿泉技术,30.6,4.28,16.26,31.58,26.37,1430018900,410470000.0,30.54,4.04,103.8,31.58,14.33,沪市A股
300960,通业科技,27.49,3.5,14.59,27.99,24.08,10437600,278730000.0,39.71,6.13,75.26,28.79,7.98,深市A股
688677,海泰新光,54.69,6.86,14.34,57.4,49.5,1490998100,794230000.0,65.56,4.87,38.2,57.4,12.44,沪市A股
688455,科捷智能,27.17,3.18,13.26,27.78,24.24,861474800,229870000.0,45.65,4.79,143.69,28.79,5.13,沪市A股
301323,新莱福,62.86,6.98,12.49,64.8,55.48,6999600,427720000.0,66.37,3.07,45.7,67.06,10.34,深市A股
300825,阿尔特,9.4,1.04,12.44,9.65,8.38,36788000,338060000.0,46.82,2.22,-35.24,10.03,7.59,深市A股
300411,金盾股份,11.21,1.15,11.43,11.3,10.05,22593700,244590000.0,45.57,4.7,363.64,12.07,7.31,深市A股
301179,泽宇智能,25.35,2.59,11.38,25.9,22.66,34416300,851730000.0,102.52,4.23,46.93,27.31,14.49,深市A股
601908,京运通,5.01,0.46,10.11,5.01,4.4,196819800,964440000.0,120.97,1.37,-5.12,5.01,8.15,沪市A股
000030,富奥股份,5.56,0.51,10.1,5.56,5.07,51120300,276270000.0,95.62,1.17,14.14,5.56,3.06,深市A股
000008,神州高铁,3.27,0.3,10.1,3.27,3.13,161756000,524430000.0,88.83,3.03,-16.29,3.27,5.96,深市A股
002578,闽发铝业,4.69,0.43,10.09,4.69,4.6,79597600,372900000.0,44.02,2.9,211.91,4.69,9.24,深市A股
000720,新能泰山,5.46,0.5,10.08,5.46,4.59,193726700,982550000.0,68.61,2.91,-51.86,5.46,15.42,深市A股
600488,津药药业,5.24,0.48,10.08,5.24,4.97,89779600,466910000.0,57.21,1.89,42.87,5.24,8.22,沪市A股
688758,赛分科技,19.65,1.8,10.08,20.19,18.11,1024102500,199350000.0,81.84,6.05,64.75,21.42,3.43,沪市A股
002542,中化岩土,3.28,0.3,10.07,3.28,2.95,37159100,120710000.0,59.24,11.33,-4.28,3.28,2.11,深市A股
603660,苏州科达,9.74,0.89,10.06,9.74,8.83,35791600,336990000.0,56.08,6.77,-27.57,9.74,6.26,沪市A股
000631,顺发恒能,4.27,0.39,10.05,4.27,4.22,115143600,491620000.0,98.21,1.79,166.52,4.27,5.01,深市A股
605162,新中港,11.61,1.06,10.05,11.61,10.16,32621100,363560000.0,46.51,3.66,31.74,11.61,8.14,沪市A股
600495,晋西车轴,4.93,0.45,10.04,4.93,4.48,71844000,347120000.0,59.56,1.82,258.12,4.93,5.95,沪市A股
000913,钱江摩托,16.67,1.52,10.03,16.67,14.88,33870400,549070000.0,87.78,1.86,12.97,16.67,6.51,深市A股
002565,顺灏股份,17.01,1.55,10.03,17.01,15.5,117276200,1967980000.0,180.3,9.67,397.7,17.01,11.06,深市A股
603826,坤彩科技,27.67,2.52,10.02,27.67,24.61,25673900,696680000.0,181.29,10.1,-195.16,27.67,3.92,沪市A股
000863,三湘印象,5.71,0.52,10.02,5.71,5.2,37908200,212510000.0,67.42,1.5,349.72,5.71,3.26,深市A股
600250,南京商旅,14.05,1.28,10.02,14.05,12.63,61071600,823590000.0,43.95,6.92,96.29,14.05,19.52,沪市A股
002082,万邦德,30.2,2.75,10.02,30.2,27.01,70479300,2008600000.0,184.73,7.44,-92.93,30.2,12.74,深市A股
605299,舒华体育,21.33,1.94,10.01,21.33,19.01,41635200,863130000.0,87.29,6.85,97.85,21.33,10.17,沪市A股
002342,巨力索具,14.4,1.31,10.01,14.4,12.81,176155300,2490060000.0,138.24,5.68,-295.32,14.4,18.45,深市A股
000070,特发信息,17.8,1.62,10.01,17.8,15.45,157552300,2662710000.0,160.26,10.63,-39.81,17.8,17.73,深市A股
000678,襄阳轴承,12.64,1.15,10.01,12.64,11.5,25075700,306940000.0,58.09,7.29,-164.25,12.64,5.46,深市A股
600066,宇通客车,35.86,3.26,10.0,35.86,35.3,33446100,1199270000.0,793.92,5.09,14.29,35.86,1.51,沪市A股
603657,春光科技,27.94,2.54,10.0,27.94,25.5,5246300,142380000.0,37.77,4.01,263.87,27.94,3.88,沪市A股
002788,鹭燕医药,16.17,1.47,10.0,16.17,14.88,104296900,1632470000.0,62.82,1.94,18.18,16.17,27.32,深市A股
003033,征和工业,60.61,5.51,10.0,60.61,53.98,5188000,297460000.0,49.55,3.54,28.29,60.61,6.43,深市A股
603039,泛微网络,43.45,3.95,10.0,43.45,41.62,6353700,274450000.0,111.39,4.91,38.58,43.45,2.48,沪市A股
600158,中体产业,11.99,1.09,10.0,11.99,10.96,127449000,1497800000.0,115.05,4.43,183.23,11.99,13.28,沪市A股
002454,松芝股份,9.24,0.84,10.0,9.24,8.8,14378600,131310000.0,58.08,1.45,23.47,9.24,2.29,深市A股
002821,凯莱英,110.77,10.07,10.0,110.77,105.67,17005000,1872870000.0,399.74,2.27,35.3,110.77,5.36,深市A股
002218,拓日新能,6.93,0.63,10.0,6.93,6.21,312645200,2119480000.0,97.92,2.41,907.71,6.93,22.45,深市A股
002263,大东南,4.51,0.41,10.0,4.51,4.01,464842400,1969950000.0,84.71,3.06,462.33,4.51,24.75,深市A股
002361,神剑股份,16.5,1.5,10.0,16.5,15.83,191788000,3149140000.0,156.92,7.09,466.32,16.5,23.7,深市A股
002560,通达股份,10.79,0.98,9.99,10.79,9.98,56590300,595730000.0,56.73,2.09,35.14,10.79,12.49,深市A股
605116,奥锐特,29.39,2.67,9.99,29.39,26.6,13817800,384520000.0,119.38,4.73,33.65,29.39,3.4,沪市A股
001239,永达股份,15.86,1.44,9.99,15.86,14.53,7440700,114430000.0,38.06,2.81,80.08,15.86,6.53,深市A股
002995,天地在线,24.66,2.24,9.99,24.66,22.63,13319300,319200000.0,43.76,4.93,-64.79,24.66,11.85,深市A股
002800,天顺股份,22.91,2.08,9.99,22.91,21.14,10607400,238070000.0,34.88,7.09,-146.35,22.91,7.17,深市A股
002580,圣阳股份,17.61,1.6,9.99,17.61,16.06,114913100,1916010000.0,79.93,3.43,38.94,17.61,25.4,深市A股
600184,光电股份,18.41,1.67,9.98,18.41,16.17,37889900,655150000.0,107.28,3.17,-52.05,18.41,6.5,沪市A股
600894,广日股份,9.59,0.87,9.98,9.59,9.45,15103000,144710000.0,81.68,0.92,11.85,9.59,1.79,沪市A股
000993,闽东电力,16.31,1.48,9.98,16.31,14.7,38051600,608090000.0,74.69,2.9,126.86,16.31,8.65,深市A股
000592,平潭发展,12.78,1.16,9.98,12.78,11.88,445250800,5569520000.0,246.88,12.87,-211.34,12.78,23.25,深市A股
000037,深南电A,13.02,1.18,9.97,13.02,11.38,82606400,1019340000.0,78.48,5.34,358.21,13.02,24.37,深市A股
600502,安徽建工,5.63,0.51,9.96,5.63,5.35,170897300,948720000.0,96.64,0.8,6.33,5.63,9.96,沪市A股
002634,棒杰股份,8.94,0.81,9.96,8.94,8.4,35294200,312220000.0,41.07,-6.76,-6.11,8.94,7.9,深市A股
600528,中铁工业,9.17,0.83,9.95,9.17,8.33,148953700,1327340000.0,203.72,0.81,14.9,9.17,6.7,沪市A股
000927,中国铁物,3.34,0.3,9.87,3.34,3.07,185592200,605000000.0,202.08,2.07,35.09,3.34,3.07,深市A股
301128,强瑞技术,148.03,12.5,9.22,156.78,138.01,14317700,2127730000.0,153.12,17.21,156.97,162.64,16.23,深市A股
688302,海创药业-U,44.02,3.7,9.18,45.2,39.99,483890300,205820000.0,43.59,4.09,-31.89,48.38,4.89,沪市A股
601002,晋亿实业,6.03,0.5,9.04,6.08,5.54,139066200,827710000.0,57.55,1.33,23.76,6.08,14.57,沪市A股
301201,诚达药业,51.7,4.27,9.0,54.1,47.7,19169500,979560000.0,79.99,3.76,-284.61,56.92,17.66,深市A股
002730,电光科技,26.5,2.09,8.56,26.85,24.18,54768600,1413180000.0,95.95,5.89,101.61,26.85,15.83,深市A股
301333,诺思格,68.65,5.0,7.86,73.08,63.84,5716800,393130000.0,66.3,3.37,48.43,76.38,5.93,深市A股
301399,英特科技,24.89,1.79,7.75,25.38,22.53,21427200,518960000.0,46.05,3.51,77.49,27.72,39.18,深市A股
600741,华域汽车,19.21,1.33,7.44,19.67,19.0,57602200,1118890000.0,605.64,0.9,8.4,19.67,1.83,沪市A股
603138,海量数据,20.53,1.38,7.21,21.07,18.98,25144900,515730000.0,60.33,7.87,-95.27,21.07,8.72,沪市A股
600320,振华重工,5.03,0.33,7.02,5.17,4.76,163808200,828170000.0,265.0,1.69,36.21,5.17,4.93,沪市A股
603016,新宏泰,48.13,3.11,6.91,48.97,44.0,9852700,459290000.0,71.31,8.65,100.96,49.52,6.65,沪市A股
603601,再升科技,15.49,0.99,6.83,15.95,14.22,458118800,7071430000.0,176.95,7.31,194.98,15.95,40.1,沪市A股
600268,国电南自,15.48,0.98,6.76,15.5,14.3,94419200,1435710000.0,157.26,4.21,32.75,15.95,9.34,沪市A股
603618,杭电股份,28.49,1.78,6.66,29.38,26.7,145111100,4121060000.0,196.97,7.26,142.86,29.38,20.99,沪市A股
600726,华电能源,6.41,0.4,6.66,6.55,5.6,520482800,3137770000.0,506.86,12.32,306.22,6.61,6.96,沪市A股
002479,富春环保,6.02,0.37,6.55,6.07,5.54,94570700,545750000.0,52.07,1.24,21.6,6.22,10.96,深市A股
603127,昭衍新药,34.2,2.1,6.54,35.31,31.99,55774300,1915400000.0,256.28,3.08,86.04,35.31,8.85,沪市A股
300532,今天国际,11.14,0.68,6.5,11.35,10.88,27104600,302350000.0,50.58,2.82,21.51,12.55,6.28,深市A股
002553,南方精工,24.7,1.5,6.47,25.52,23.13,19127400,470130000.0,87.29,5.45,357.86,25.52,7.63,深市A股
301310,鑫宏业,40.37,2.36,6.21,40.37,37.83,4305800,169850000.0,55.13,2.41,47.42,45.61,8.57,深市A股
300069,金利华电,21.08,1.22,6.14,21.69,19.81,27314900,565600000.0,24.66,8.73,76.91,23.83,23.35,深市A股
688523,航天环宇,64.59,3.64,5.97,67.5,60.55,1175133700,758800000.0,262.8,15.68,612.19,73.14,12.18,沪市A股
000333,美的集团,76.35,4.25,5.89,77.32,74.31,69491500,5310080000.0,5805.1,2.6,13.21,79.31,1.01,深市A股
603787,新日股份,16.56,0.91,5.81,17.11,14.9,36562600,588010000.0,38.11,2.4,148.73,17.22,15.89,沪市A股
300680,隆盛科技,41.1,2.2,5.66,41.98,38.7,18279900,746900000.0,93.59,4.72,41.71,46.68,10.4,深市A股
600060,海信视像,22.36,1.17,5.52,22.95,21.81,33069300,745890000.0,291.79,1.37,11.89,23.31,2.54,沪市A股
600343,航天动力,34.38,1.8,5.52,35.75,32.58,129497900,4435570000.0,219.42,16.95,-113.93,35.84,20.29,沪市A股
001696,宗申动力,19.9,1.03,5.46,19.97,18.96,55780900,1089970000.0,227.86,4.16,49.39,20.76,6.26,深市A股
688569,铁科轨道,21.86,1.1,5.3,22.49,20.65,670615300,145960000.0,46.05,1.56,26.89,24.91,3.18,沪市A股
001337,四川黄金,50.16,2.45,5.14,52.48,47.82,28673000,1450220000.0,210.67,12.17,84.88,52.48,6.83,深市A股
300651,金陵体育,30.11,1.46,5.1,31.59,28.38,22328400,677830000.0,42.52,3.98,158.88,34.38,25.54,深市A股
605199,ST葫芦娃,6.83,0.33,5.08,6.83,6.45,3283200,22200000.0,27.33,3.96,-9.96,6.83,0.82,沪市A股
688425,铁建重工,5.39,0.26,5.07,5.55,5.1,12676571900,679080000.0,287.48,1.55,19.38,6.16,2.38,沪市A股
000065,北方国际,14.55,0.7,5.05,14.96,13.91,80777400,1169240000.0,168.99,1.52,23.36,15.24,8.29,深市A股
002168,*ST惠程,4.18,0.2,5.03,4.18,4.17,14527600,60690000.0,32.78,204.99,-41.48,4.18,1.85,深市A股
300906,日月明,33.45,1.6,5.02,34.19,31.79,4507900,150490000.0,26.76,2.97,35.53,38.22,6.24,深市A股
688301,奕瑞科技,108.69,5.2,5.02,110.3,105.1,678122200,734090000.0,229.82,3.86,35.36,124.19,3.38,沪市A股
301365,矩阵股份,29.86,1.42,4.99,30.77,28.24,9236800,275950000.0,53.75,3.08,159.5,34.13,9.11,深市A股
002528,ST英飞拓,3.79,0.18,4.99,3.79,3.79,6130300,23230000.0,45.43,44.9,-11.26,3.79,0.58,深市A股
603559,ST通脉,7.16,0.34,4.99,7.16,6.82,3636600,25700000.0,28.73,3.02,-9.55,7.16,0.91,沪市A股
600163,中闽能源,7.62,0.36,4.96,7.79,6.98,194906600,1457870000.0,145.01,2.09,22.27,7.99,10.24,沪市A股
603429,*ST集友,9.95,0.47,4.96,9.95,9.4,6148600,60230000.0,52.19,4.12,-286.66,9.95,1.17,沪市A股
301053,远信工业,40.46,1.89,4.9,40.6,38.22,8587500,342650000.0,36.49,5.37,75.46,46.28,10.31,深市A股
002761,浙江建投,8.57,0.4,4.9,8.73,8.12,38987400,331110000.0,113.54,1.36,58.65,8.99,3.6,深市A股
600581,*ST八钢,2.79,0.13,4.89,2.79,2.79,68313500,190590000.0,42.77,-2.39,-2.28,2.79,4.46,沪市A股
000677,恒天海龙,5.17,0.24,4.87,5.41,4.92,138598800,720100000.0,44.67,8.8,101.79,5.42,16.04,深市A股
300503,昊志机电,52.03,2.41,4.86,53.34,49.24,26271300,1367170000.0,160.37,11.93,193.45,59.54,10.9,深市A股
603261,*ST立航,36.16,1.67,4.84,36.21,34.49,1706000,61260000.0,28.03,4.21,-29.84,36.21,2.2,沪市A股
300994,久祺股份,16.52,0.76,4.82,16.85,15.76,17657700,288470000.0,38.51,3.21,31.37,18.91,15.14,深市A股
603558,健盛集团,14.78,0.67,4.75,14.91,14.0,16716600,244550000.0,50.64,2.16,12.51,15.52,4.88,沪市A股
688608,恒玄科技,175.69,7.94,4.73,180.69,167.79,570564900,1007660000.0,296.38,4.2,49.9,201.3,3.38,沪市A股
300775,三角防务,37.19,1.68,4.73,38.75,35.3,50834100,1900880000.0,203.63,3.48,53.58,42.61,9.56,深市A股
002491,通鼎互联,12.2,0.55,4.72,12.8,10.69,257217100,3021290000.0,150.06,6.05,194.06,12.82,21.86,深市A股
000048,京基智农,23.66,1.05,4.64,24.24,23.06,37530200,887190000.0,125.46,2.97,17.58,24.87,7.13,深市A股
300759,康龙化成,27.98,1.22,4.56,29.09,27.46,55593600,1575250000.0,514.07,3.41,30.9,32.11,3.91,深市A股
688285,高铁电气,9.23,0.4,4.53,9.75,8.74,2174364900,204280000.0,34.73,2.06,67.49,10.6,5.78,沪市A股
605099,共创草坪,43.81,1.88,4.48,44.68,41.33,8869100,385790000.0,176.35,5.87,34.49,46.12,2.21,沪市A股
002166,莱茵生物,9.32,0.4,4.48,9.48,9.1,28319200,264750000.0,69.12,2.19,48.29,9.81,3.83,深市A股
601138,工业富联,51.46,2.19,4.44,52.85,48.53,238674000,12272910000.0,10211.77,6.14,28.94,54.2,1.2,沪市A股
002792,通宇通讯,44.55,1.88,4.41,46.72,42.61,78225200,3505070000.0,233.37,8.41,563.9,46.94,23.16,深市A股
002038,双鹭药业,7.59,0.32,4.4,7.8,6.81,172938200,1269220000.0,77.98,1.37,-105.28,8.0,20.3,深市A股
688081,兴图新科,40.86,1.72,4.39,41.74,38.9,305818800,124840000.0,42.1,10.4,-66.03,46.97,2.97,沪市A股
688109,品茗科技,130.16,5.47,4.39,130.98,122.01,169672900,212760000.0,102.62,12.75,217.0,149.63,2.15,沪市A股
300204,舒泰神,30.03,1.26,4.38,30.54,28.68,81593800,2408400000.0,143.48,16.48,-99.06,34.52,17.99,深市A股
301016,雷尔伟,23.4,0.98,4.37,23.99,22.07,7768100,181620000.0,51.11,4.97,72.17,26.9,3.75,深市A股
300300,海峡创新,14.82,0.62,4.37,15.51,14.28,212681700,3187340000.0,98.83,69.66,1739.9,17.04,31.9,深市A股
601609,金田股份,10.29,0.43,4.36,10.45,10.03,47455600,486600000.0,177.88,1.79,38.5,10.85,2.75,沪市A股
603227,雪峰科技,9.88,0.41,4.33,10.1,9.4,74330400,730070000.0,105.88,2.05,21.02,10.42,6.94,沪市A股
301282,金禄电子,34.5,1.43,4.32,35.32,33.06,17814500,612510000.0,52.14,3.04,57.68,39.68,15.15,深市A股
600149,廊坊发展,7.04,0.29,4.3,7.43,6.9,86513700,625430000.0,26.76,11.47,31.51,7.43,22.76,沪市A股
603668,天马科技,12.7,0.52,4.27,12.88,12.02,23355700,292330000.0,64.23,2.73,246.72,13.4,4.62,沪市A股
688213,思特威-W,82.6,3.37,4.25,84.89,78.71,1304206900,1080460000.0,332.31,6.36,33.19,95.08,4.03,沪市A股
688583,思看科技,121.35,4.94,4.24,127.5,116.95,231557200,284090000.0,107.27,9.12,112.34,139.69,7.52,沪市A股
300733,西菱动力,19.2,0.78,4.23,19.22,18.32,13521900,256600000.0,58.69,3.43,115.96,22.1,6.0,深市A股
600834,申通地铁,8.65,0.35,4.22,8.78,8.3,11897500,102810000.0,41.29,2.37,76.15,9.13,2.49,沪市A股
002703,浙江世宝,20.15,0.81,4.19,20.91,19.01,73828500,1466380000.0,165.76,7.99,91.83,21.27,12.6,深市A股
688015,交控科技,22.64,0.91,4.19,23.25,21.76,399416600,90850000.0,42.72,1.6,27.46,26.08,2.12,沪市A股
600512,腾达建设,2.55,0.1,4.08,2.68,2.44,119229900,306350000.0,40.64,0.65,156.32,2.7,7.51,沪市A股
000890,法尔胜,15.43,0.6,4.05,15.8,13.88,122619100,1846720000.0,64.73,-1167.75,-61.1,16.31,29.23,深市A股
300385,雪浪环境,20.62,0.8,4.04,22.1,19.42,79411100,1648640000.0,68.69,83.36,-14.79,23.78,27.32,深市A股
600207,安彩高科,6.7,0.26,4.04,7.08,6.13,112817200,757060000.0,72.98,3.05,-20.63,7.08,10.36,沪市A股
301516,中远通,19.32,0.74,3.98,20.13,18.07,17848900,343410000.0,54.23,4.2,-60.67,22.3,25.43,深市A股
000957,中通客车,11.52,0.44,3.97,12.1,11.1,43702800,509110000.0,68.3,2.21,27.38,12.19,7.37,深市A股
300265,通光线缆,19.14,0.73,3.97,19.2,17.6,90130100,1683520000.0,89.5,3.96,190.94,22.09,19.29,深市A股
603193,润本股份,22.24,0.85,3.97,22.49,21.4,4575600,100440000.0,89.98,4.14,29.98,23.53,4.43,沪市A股
603716,塞力医疗,23.65,0.9,3.96,24.06,22.9,41483300,977960000.0,50.01,4.72,-23.9,25.03,19.62,沪市A股
688562,航天软件,19.26,0.73,3.94,20.06,18.95,1244967500,243430000.0,77.04,4.46,-680.61,22.24,7.2,沪市A股
300102,乾照光电,32.29,1.22,3.93,34.18,30.77,101860800,3354950000.0,297.18,6.91,259.2,37.28,11.12,深市A股
601766,中国中车,6.34,0.24,3.93,6.45,6.09,409689300,2596830000.0,1819.51,1.06,13.8,6.71,1.68,沪市A股
000995,皇台酒业,15.0,0.56,3.88,15.88,14.87,51548500,788790000.0,26.61,18.05,96.07,15.88,29.06,深市A股
600825,新华传媒,5.89,0.22,3.88,6.17,5.85,25625100,153650000.0,61.54,2.47,145.64,6.24,2.45,沪市A股
301265,华新环保,21.33,0.79,3.85,21.42,20.3,12671400,266780000.0,64.62,3.06,136.79,24.65,7.46,深市A股
301157,华塑科技,63.5,2.34,3.83,65.9,59.68,4785100,304390000.0,38.1,3.48,100.72,73.39,23.16,深市A股
300819,聚杰微纤,40.86,1.5,3.81,42.13,39.0,9895400,406430000.0,60.97,7.01,94.59,47.23,7.34,深市A股
600522,中天科技,30.09,1.1,3.79,31.1,28.03,233570600,6927520000.0,1026.96,2.8,36.19,31.89,6.84,沪市A股
002309,中利集团,4.94,0.18,3.78,5.11,4.54,1007493600,4902620000.0,148.58,7.98,-12.65,5.24,41.87,深市A股
600303,曙光股份,3.32,0.12,3.75,3.52,3.24,89340800,301670000.0,22.7,2.02,-6.66,3.52,13.22,沪市A股
603615,茶花股份,19.12,0.68,3.69,19.3,18.25,6795600,128820000.0,46.24,4.04,-123.28,20.28,2.81,沪市A股
300011,鼎汉技术,8.15,0.29,3.69,8.22,7.82,25115800,203570000.0,49.35,3.16,443.97,9.43,4.95,深市A股
603345,安井食品,93.26,3.26,3.62,95.35,91.3,8829300,823970000.0,310.83,2.01,22.87,99.0,3.01,沪市A股
002183,怡 亚 通,5.74,0.2,3.61,5.78,5.46,209424600,1182780000.0,149.07,1.61,140.82,6.09,8.06,深市A股
688618,三旺通信,31.72,1.1,3.59,32.98,29.89,353367400,111120000.0,34.95,4.08,95.57,36.74,3.21,沪市A股
002043,兔 宝 宝,15.36,0.53,3.57,15.58,14.83,11497200,175470000.0,127.45,3.84,17.66,16.31,1.56,深市A股
603017,中衡设计,16.32,0.56,3.55,17.34,15.51,68811300,1146280000.0,45.07,3.04,87.83,17.34,24.91,沪市A股
601988,中国银行,5.87,0.2,3.53,5.91,5.67,652254100,3811960000.0,18913.87,0.7,7.78,6.24,0.31,沪市A股
601598,中国外运,6.16,0.21,3.53,6.36,6.0,43242900,268310000.0,441.9,1.07,10.99,6.55,0.84,沪市A股
603358,华达科技,34.5,1.17,3.51,35.98,33.43,35754300,1232110000.0,162.06,4.31,72.04,36.66,7.85,沪市A股
002370,亚太药业,7.43,0.25,3.48,7.78,7.04,139056400,1014190000.0,55.4,4.94,161.81,7.9,18.65,深市A股
002352,顺丰控股,38.04,1.28,3.48,38.46,37.53,54754800,2089700000.0,1917.0,1.93,17.24,40.44,1.15,深市A股
300044,ST赛为,7.79,0.26,3.45,7.95,7.45,35360700,273120000.0,59.51,82.74,-11.73,9.04,4.94,深市A股
688013,天臣医疗,37.17,1.24,3.45,41.68,36.07,367577900,138570000.0,30.17,5.34,35.87,43.12,4.53,沪市A股
300328,宜安科技,17.37,0.58,3.45,17.62,16.41,57423000,986420000.0,119.93,10.95,11927.16,20.15,8.37,深市A股
002250,联化科技,16.56,0.55,3.44,16.74,15.93,26913600,441480000.0,149.02,2.27,144.48,17.61,3.01,深市A股
603182,嘉华股份,16.24,0.54,3.44,16.43,15.62,6154800,99770000.0,26.72,2.44,24.49,17.27,3.74,沪市A股
600498,烽火通信,50.48,1.68,3.44,52.41,46.5,149775100,7431330000.0,685.6,4.54,97.57,53.68,11.78,沪市A股
002655,共达电声,18.1,0.6,3.43,19.14,17.17,46947400,859950000.0,65.5,8.94,83.03,19.25,12.98,深市A股
600686,金龙汽车,17.95,0.59,3.4,18.5,17.56,34875700,633600000.0,128.71,3.94,81.59,19.1,4.86,沪市A股
301584,建发致新,27.12,0.89,3.39,28.2,26.0,6586700,181410000.0,114.25,5.5,50.04,31.48,12.26,深市A股
300416,苏试试验,17.67,0.57,3.33,18.19,17.37,33197100,587200000.0,89.86,3.25,34.91,20.52,6.57,深市A股
300709,精研科技,39.51,1.27,3.32,40.42,37.93,8878800,350410000.0,73.52,3.2,61.43,45.89,5.95,深市A股
603351,威尔药业,26.24,0.84,3.31,26.28,25.4,2056300,53170000.0,35.54,2.02,24.27,27.94,1.52,沪市A股
002762,*ST金比,7.22,0.23,3.29,7.34,6.98,8124800,58910000.0,25.56,3.31,49.01,7.34,3.84,深市A股
002519,银河电子,8.82,0.28,3.28,8.95,8.33,152159500,1331790000.0,99.35,4.32,-14.51,9.39,13.6,深市A股
601288,农业银行,6.7,0.21,3.24,6.75,6.51,583642500,3892550000.0,23448.86,0.85,8.06,7.14,0.18,沪市A股
002059,云南旅游,5.12,0.16,3.23,5.16,4.97,28139300,143370000.0,51.84,4.75,-15.73,5.46,2.86,深市A股
002692,远程股份,6.07,0.19,3.23,6.16,5.81,65039800,390930000.0,43.59,3.59,62.08,6.47,9.06,深市A股
001270,*ST铖昌,112.5,3.51,3.22,114.44,111.68,9404500,1067580000.0,231.88,15.75,-745.16,114.44,4.62,深市A股
301171,易点天下,45.93,1.43,3.21,47.12,44.12,47704200,2196040000.0,216.74,5.85,137.08,53.4,12.48,深市A股
600396,华电辽能,8.35,0.26,3.21,8.72,7.31,403749400,3176740000.0,122.97,9.1,145.14,8.9,27.42,沪市A股
002353,杰瑞股份,96.8,3.01,3.21,100.2,96.03,37570200,3699350000.0,991.09,4.47,37.73,103.17,5.42,深市A股
301603,乔锋智能,72.12,2.23,3.19,72.8,69.27,3325800,237470000.0,87.09,3.64,25.39,83.87,8.81,深市A股
300407,凯发电气,12.96,0.4,3.18,13.29,12.46,9502500,122860000.0,41.48,2.16,44.18,15.07,3.68,深市A股
001213,中铁特货,4.24,0.13,3.16,4.3,4.1,53761300,228160000.0,188.44,0.98,28.26,4.52,1.21,深市A股
300464,星徽股份,7.88,0.24,3.14,7.98,7.59,26843500,210370000.0,36.08,25.98,-7.85,9.17,7.55,深市A股
301600,慧翰股份,102.09,3.1,3.13,105.4,98.97,1572900,161150000.0,106.71,8.85,60.81,118.79,4.88,深市A股
605298,必得科技,46.58,1.41,3.12,48.42,45.5,2714600,127850000.0,87.5,8.38,225.19,49.69,1.46,沪市A股
688234,天岳先进,81.9,2.48,3.12,84.95,79.0,1055950700,874590000.0,396.9,5.53,-190.53,95.3,2.46,沪市A股
301137,哈焊华通,47.71,1.43,3.09,48.4,46.03,7024000,331700000.0,86.74,6.33,214.27,55.54,3.86,深市A股
603052,可川科技,65.62,1.96,3.08,66.66,60.07,12122500,775690000.0,123.3,11.33,185.66,70.03,6.45,沪市A股
688131,皓元医药,69.31,2.07,3.08,71.09,67.29,668832300,466330000.0,147.01,4.67,59.33,80.69,3.15,沪市A股
002917,金奥博,13.45,0.4,3.07,13.92,12.97,10405700,141330000.0,46.75,2.78,37.68,14.36,3.99,深市A股
300051,琏升科技,12.18,0.36,3.05,12.8,11.54,50115100,615710000.0,45.31,28.18,-41.07,14.18,13.63,深市A股
603790,雅运股份,22.0,0.65,3.04,23.28,21.45,5541300,124420000.0,42.1,3.34,73.94,23.49,2.9,沪市A股
000801,四川九洲,13.6,0.4,3.03,13.95,13.2,21748000,297570000.0,138.22,4.45,77.15,14.52,2.14,深市A股
002508,老板电器,21.12,0.62,3.02,21.43,20.49,9986100,210500000.0,199.57,1.75,12.65,22.55,1.07,深市A股
002938,鹏鼎控股,52.17,1.52,3.0,54.56,49.87,43036700,2285960000.0,1209.33,3.54,32.35,55.72,1.86,深市A股
301218,华是科技,34.0,0.99,3.0,36.38,32.5,7209600,249370000.0,38.77,4.22,398.03,39.61,10.29,深市A股
301230,泓博医药,40.61,1.18,2.99,41.8,39.59,18914400,765230000.0,56.69,5.65,331.82,47.32,15.06,深市A股
300337,银邦股份,13.58,0.39,2.96,13.7,12.7,85533700,1135920000.0,111.62,6.46,193.48,15.83,12.02,深市A股
000550,江铃汽车,18.23,0.52,2.94,18.61,17.71,10004900,183920000.0,157.36,1.34,13.25,19.48,1.93,深市A股
