code,name,price,change,change_percent,high,low,volume,amount,total_mv,float_mv,pe,pb,turnover_rate,market
000780,ST平能,10.95,0.0,0.0,0.0,0.0,0,0.0,111.07,4.06,-14.6,-1.0,0.0,深市A股
688708,佳驰科技,52.56,0.0,0.0,53.37,52.05,90485900,47790000.0,210.25,6.01,48.2,63.07,0.64,沪市A股
603060,国检集团,6.23,0.0,0.0,6.36,6.22,5655400,35560000.0,50.09,2.37,42.86,6.85,0.7,沪市A股
600270,外运发展,20.99,0.0,0.0,0.0,0.0,0,0.0,190.06,2.25,14.05,-1.0,0.0,沪市A股
000671,ST阳光城,0.37,0.0,0.0,0.0,0.0,0,0.0,15.32,0.33,-0.08,-1.0,0.0,深市A股
000860,顺鑫农业,12.88,0.0,0.0,13.19,12.83,6185800,80510000.0,95.54,1.37,41.33,14.17,0.83,深市A股
000991,通海高科,7.36,0.0,0.0,0.0,0.0,0,0.0,33.12,0.0,32.37,-1.0,0,深市A股
002642,荣联科技,8.03,0.0,0.0,8.25,7.98,14617800,118570000.0,53.12,4.47,265.42,8.83,2.21,深市A股
600247,*ST成城,0.65,0.0,0.0,0.0,0.0,0,0.0,2.19,-1.98,-2.58,-1.0,0.0,沪市A股
300272,开能健康,8.06,0.0,0.0,8.21,8.0,22214800,179690000.0,49.28,3.5,58.97,9.67,4.78,深市A股
301309,万得凯,36.91,0.0,0.0,0.0,0.0,0,0.0,37.11,2.29,24.71,44.29,0.0,深市A股
600290,*ST华仪,0.37,0.0,0.0,0.0,0.0,0,0.0,2.81,-1.32,-0.57,-1.0,0.0,沪市A股
300495,*ST美尚,0.13,0.0,0.0,0.0,0.0,0,0.0,0.88,-3.59,-0.16,-1.0,0.0,深市A股
002013,中航机电,10.78,0.0,0.0,0.0,0.0,0,0.0,416.35,2.87,32.76,-1.0,0.0,深市A股
000832,*ST龙涤,1.45,0.0,0.0,0.0,0.0,0,0.0,5.11,-1.5,-2.86,-1.0,0.0,深市A股
600181,S*ST云大,1.02,0.0,0.0,0.0,0.0,0,0.0,3.55,-1.53,-3.86,-1.0,0.0,沪市A股
300108,*ST吉药,0.21,0.0,0.0,0.0,0.0,0,0.0,1.4,-0.17,-0.32,-1.0,0.0,深市A股
300063,天龙集团,11.59,0.0,0.0,11.97,11.48,57469100,674210000.0,87.91,5.05,134.9,13.91,9.17,深市A股
000412,ST五环,2.89,0.0,0.0,0.0,0.0,0,0.0,8.35,-6.75,-26.1,-1.0,0.0,深市A股
600368,五洲交通,3.92,0.0,0.0,3.96,3.91,9522100,37490000.0,63.1,0.88,9.04,4.31,0.59,沪市A股
600723,首商股份,8.93,0.0,0.0,0.0,0.0,0,0.0,58.8,1.44,-172.79,-1.0,0.0,沪市A股
600102,莱钢股份,7.13,0.0,0.0,0.0,0.0,0,0.0,65.76,1.06,53.21,-1.0,0.0,沪市A股
603321,梅轮电梯,7.43,0.0,0.0,7.6,7.36,6424600,48120000.0,25.92,1.8,19.28,8.17,1.86,沪市A股
002839,张家港行,4.49,0.0,0.0,4.55,4.48,28576300,129030000.0,109.75,0.59,5.55,4.94,1.17,深市A股
301608,博实结,81.19,-0.01,-0.01,84.01,80.5,761600,62640000.0,72.25,3.42,41.14,97.44,1.91,深市A股
688311,盟升电子,37.44,-0.01,-0.03,38.98,37.21,444354400,169260000.0,65.07,3.76,-402.44,44.94,2.56,沪市A股
688333,铂力特,92.39,-0.03,-0.03,95.87,92.39,792548500,744860000.0,253.45,5.04,120.74,110.9,2.89,沪市A股
600729,重庆百货,22.19,-0.01,-0.05,22.52,22.17,2324200,51920000.0,97.74,1.25,9.58,24.42,1.21,沪市A股
002987,京北方,16.28,-0.01,-0.06,16.5,16.21,5637400,92190000.0,141.22,4.85,45.32,17.92,0.67,深市A股
601021,春秋航空,46.2,-0.03,-0.06,47.68,46.19,8552700,401590000.0,451.99,2.49,19.89,50.85,0.87,沪市A股
301377,鼎泰高科,192.96,-0.12,-0.06,197.0,187.6,4201000,810740000.0,791.14,29.87,182.44,231.7,5.91,深市A股
301138,华研精机,35.39,-0.02,-0.06,36.21,35.23,974700,34840000.0,42.47,3.81,41.94,42.49,1.42,深市A股
300034,钢研高纳,18.1,-0.01,-0.06,18.65,18.08,16489300,302570000.0,144.25,3.81,164.96,21.73,2.15,深市A股
000158,常山北明,17.4,-0.01,-0.06,17.6,17.27,18201300,317580000.0,278.16,5.33,-46.87,19.15,1.15,深市A股
301047,义翘神州,70.92,-0.04,-0.06,72.12,70.23,623000,44470000.0,86.26,1.63,70.75,85.15,0.52,深市A股
688279,峰岹科技,152.31,-0.11,-0.07,157.5,152.31,88516500,136520000.0,175.33,3.44,80.08,182.9,0.95,沪市A股
600535,天士力,14.35,-0.01,-0.07,14.56,14.32,7716700,111120000.0,214.38,1.73,19.4,15.8,0.52,沪市A股
000895,双汇发展,28.4,-0.02,-0.07,28.65,28.21,11259500,320390000.0,983.96,4.61,19.28,31.26,0.33,深市A股
688231,隆达股份,29.9,-0.02,-0.07,30.58,29.42,295334400,88780000.0,73.81,2.67,98.21,35.9,1.2,沪市A股
301287,康力源,41.7,-0.03,-0.07,42.88,41.67,841700,35550000.0,27.8,2.4,34.23,50.08,4.94,深市A股
603520,司太立,10.77,-0.01,-0.09,11.28,10.76,43434700,476240000.0,47.22,1.82,-96.17,11.86,9.91,沪市A股
301228,实朴检测,42.75,-0.04,-0.09,44.92,42.75,2752200,120070000.0,51.3,7.43,-77.98,51.35,2.3,深市A股
002422,科伦药业,34.69,-0.03,-0.09,35.37,34.45,18565100,647330000.0,554.36,2.34,18.88,38.19,1.42,深市A股
601229,上海银行,9.91,-0.01,-0.1,10.0,9.88,36514600,363400000.0,1408.11,0.57,5.82,10.91,0.26,沪市A股
000617,中油资本,10.2,-0.01,-0.1,10.55,9.75,365391300,3684100000.0,1289.49,1.24,27.72,11.23,2.89,深市A股
603661,恒林股份,30.85,-0.03,-0.1,31.26,30.61,550000,17050000.0,42.9,1.13,16.31,33.97,0.4,沪市A股
688184,ST帕瓦,9.95,-0.01,-0.1,10.25,9.88,84004900,8410000.0,15.83,1.46,-2.27,11.95,0.84,沪市A股
300703,创源股份,19.36,-0.02,-0.1,19.85,19.33,4267600,83640000.0,34.92,3.74,32.36,23.26,2.52,深市A股
000426,兴业银锡,40.22,-0.04,-0.1,41.86,39.9,69222000,2825590000.0,714.16,7.8,46.68,44.29,3.9,深市A股
300149,睿智医药,10.35,-0.01,-0.1,10.89,10.35,20851100,221090000.0,51.54,4.11,-22.76,12.43,4.39,深市A股
600138,中青旅,9.18,-0.01,-0.11,9.27,9.16,5652300,52100000.0,66.45,1.05,79.21,10.11,0.78,沪市A股
301087,可孚医疗,56.23,-0.06,-0.11,57.23,55.7,2105100,118920000.0,117.46,2.41,31.61,67.55,1.08,深市A股
600004,白云机场,8.97,-0.01,-0.11,9.07,8.94,9406100,84770000.0,231.18,1.12,24.97,9.88,0.4,沪市A股
000623,吉林敖东,17.6,-0.02,-0.11,17.93,17.56,10027100,177910000.0,210.48,0.69,13.57,19.38,0.84,深市A股
600196,复星医药,26.63,-0.03,-0.11,27.18,26.6,29497300,792780000.0,711.14,1.46,21.1,29.33,1.39,沪市A股
603801,志邦家居,9.04,-0.01,-0.11,9.2,9.01,2104300,19140000.0,39.27,1.18,10.19,9.96,0.48,沪市A股
000917,电广传媒,9.35,-0.01,-0.11,9.55,9.33,30475400,287820000.0,132.54,1.27,138.15,10.3,2.15,深市A股
002331,皖通科技,8.09,-0.01,-0.12,8.26,8.08,6506800,53230000.0,34.66,2.07,93.89,8.91,1.64,深市A股
603367,辰欣药业,16.83,-0.02,-0.12,17.18,16.8,8330600,141290000.0,76.2,1.24,14.97,18.54,1.84,沪市A股
002347,泰尔股份,8.32,-0.01,-0.12,8.59,8.31,14781500,124710000.0,41.99,3.67,287.8,9.16,3.0,深市A股
002103,广博股份,8.36,-0.01,-0.12,8.5,8.33,5624800,47350000.0,44.67,3.72,29.35,9.21,1.49,深市A股
600779,水井坊,32.79,-0.04,-0.12,34.12,32.79,3781800,126540000.0,159.85,3.18,11.92,36.11,0.78,沪市A股
301257,普蕊斯,55.46,-0.07,-0.13,59.27,55.18,2828500,161050000.0,43.82,3.51,41.17,66.64,3.76,深市A股
002795,永和智控,7.93,-0.01,-0.13,8.05,7.85,14320400,113680000.0,35.03,7.84,-11.78,8.73,3.3,深市A股
600177,雅戈尔,7.67,-0.01,-0.13,7.81,7.67,27424900,212240000.0,354.62,0.84,12.81,8.45,0.59,沪市A股
002292,奥飞娱乐,7.69,-0.01,-0.13,7.82,7.68,20448400,158390000.0,113.71,3.85,-39.86,8.47,2.01,深市A股
002941,新疆交建,15.66,-0.02,-0.13,16.0,15.59,16408400,258800000.0,114.28,2.43,35.75,17.25,2.25,深市A股
600851,海欣股份,7.84,-0.01,-0.13,8.0,7.74,8155800,64490000.0,94.63,2.03,62.7,8.64,1.1,沪市A股
600305,恒顺醋业,7.64,-0.01,-0.13,7.75,7.64,7339200,56460000.0,84.53,2.52,66.38,8.42,0.67,沪市A股
300213,佳讯飞鸿,7.8,-0.01,-0.13,8.0,7.76,9155800,72240000.0,46.36,2.11,62.52,9.37,1.66,深市A股
003037,三和管桩,7.19,-0.01,-0.14,7.29,7.15,2951200,21370000.0,43.07,1.54,170.56,7.92,0.49,深市A股
603590,康辰药业,36.94,-0.05,-0.14,37.97,36.8,2050600,76500000.0,58.74,1.84,139.14,40.69,1.3,沪市A股
002406,远东传动,7.24,-0.01,-0.14,7.35,7.21,17874300,129980000.0,52.87,1.3,33.84,7.98,2.97,深市A股
601163,三角轮胎,13.94,-0.02,-0.14,14.2,13.93,3524800,49490000.0,111.52,0.81,10.11,15.36,0.44,沪市A股
000156,华数传媒,7.39,-0.01,-0.14,7.54,7.39,11210300,83610000.0,136.93,0.91,29.36,8.14,0.66,深市A股
300093,*ST金刚,19.35,-0.03,-0.15,19.63,19.08,4341400,83970000.0,104.49,-8.76,-13.14,23.26,1.56,深市A股
600977,中国电影,13.43,-0.02,-0.15,13.65,13.4,25389500,343610000.0,250.74,2.27,178.52,14.8,1.36,沪市A股
000028,国药一致,26.14,-0.04,-0.15,26.52,26.08,6488600,170950000.0,145.49,0.78,12.81,28.8,1.36,深市A股
301517,陕西华达,55.02,-0.08,-0.15,57.19,54.83,5189500,292030000.0,83.21,6.21,178.41,66.12,5.29,深市A股
301602,超研股份,19.84,-0.03,-0.15,20.79,19.75,2484000,50250000.0,84.98,6.53,58.37,23.84,1.19,深市A股
002120,韵达股份,6.76,-0.01,-0.15,6.86,6.74,18023500,122670000.0,195.99,0.96,10.24,7.45,0.64,深市A股
600489,中金黄金,26.71,-0.04,-0.15,27.47,26.5,83429100,2254250000.0,1294.72,4.43,38.24,29.43,1.72,沪市A股
001238,浙江正特,48.06,-0.07,-0.15,49.3,47.0,549700,26640000.0,53.26,4.66,-380.94,52.94,0.53,深市A股
600155,华创云信,6.29,-0.01,-0.16,6.38,6.26,16438000,103840000.0,139.23,0.7,225.45,6.93,0.74,沪市A股
600119,长江投资,6.09,-0.01,-0.16,6.42,6.02,9887300,61530000.0,22.24,18.64,-29.7,6.71,2.71,沪市A股
301363,美好医疗,25.43,-0.04,-0.16,26.08,25.41,7614200,195850000.0,144.66,3.96,39.77,30.56,2.04,深市A股
601038,一拖股份,12.73,-0.02,-0.16,12.88,12.64,7813000,99800000.0,143.04,1.87,17.62,14.03,1.07,沪市A股
688578,艾力斯,96.0,-0.15,-0.16,100.8,96.0,592262600,581340000.0,432.0,6.11,19.8,115.38,1.32,沪市A股
300694,蠡湖股份,11.59,-0.02,-0.17,11.98,11.55,5323000,62620000.0,25.16,1.8,45.31,13.93,2.45,深市A股
600961,株冶集团,17.39,-0.03,-0.17,17.86,17.25,16223900,283960000.0,186.57,5.09,23.72,19.16,2.16,沪市A股
000970,中科三环,11.54,-0.02,-0.17,11.75,11.5,17142500,198990000.0,140.29,2.15,153.63,12.72,1.41,深市A股
600582,天地科技,5.72,-0.01,-0.17,5.83,5.72,28267200,162980000.0,236.73,0.92,9.67,6.3,0.68,沪市A股
300492,华图山鼎,57.7,-0.1,-0.17,59.23,57.33,1095400,63630000.0,113.48,37.98,214.15,69.36,0.56,深市A股
600229,城市传媒,6.01,-0.01,-0.17,6.13,6.0,3304200,20080000.0,39.71,1.25,46.8,6.62,0.5,沪市A股
603335,迪生力,6.0,-0.01,-0.17,6.24,5.97,12508300,76220000.0,25.69,11.87,-17.74,6.61,2.92,沪市A股
002252,上海莱士,5.82,-0.01,-0.17,5.88,5.81,25301500,148010000.0,386.33,1.19,24.5,6.41,0.38,深市A股
002010,传化智联,5.74,-0.01,-0.17,5.83,5.73,19038600,110200000.0,158.66,0.89,104.61,6.33,0.69,深市A股
600511,国药股份,29.3,-0.05,-0.17,29.78,29.3,6009400,177620000.0,221.07,1.19,11.07,32.29,1.09,沪市A股
600694,大商股份,16.45,-0.03,-0.18,16.66,16.42,1933600,32000000.0,56.65,0.64,9.66,18.13,0.56,沪市A股
300045,华力创通,21.76,-0.04,-0.18,22.47,21.68,20893800,460560000.0,144.2,8.98,-100.86,26.16,4.05,深市A股
605188,国光连锁,16.75,-0.03,-0.18,17.15,16.7,3507900,59420000.0,84.15,7.13,3151.28,18.46,0.7,沪市A股
600120,浙江东方,5.59,-0.01,-0.18,5.66,5.58,25520800,143310000.0,190.92,1.17,20.39,6.16,0.75,沪市A股
002612,朗姿股份,16.6,-0.03,-0.18,16.92,16.55,4301900,71990000.0,73.45,2.15,28.56,18.29,1.69,深市A股
688177,百奥泰,21.71,-0.04,-0.18,22.49,21.55,235771000,51780000.0,89.9,24.12,-26.72,26.1,0.57,沪市A股
002516,旷达科技,5.54,-0.01,-0.18,5.64,5.51,14147100,78920000.0,81.48,2.16,44.24,6.11,0.97,深市A股
000858,五 粮 液,103.27,-0.19,-0.18,105.8,103.27,17834800,1865040000.0,4008.54,3.03,12.58,113.81,0.46,深市A股
600787,中储股份,5.51,-0.01,-0.18,5.69,5.48,30521400,170430000.0,119.57,0.86,21.92,6.07,1.41,沪市A股
600835,上海机电,21.89,-0.04,-0.18,22.44,21.85,6623700,146370000.0,223.88,1.59,28.25,24.12,0.82,沪市A股
601899,紫金矿业,32.72,-0.06,-0.18,33.5,32.6,253105900,8352940000.0,8700.46,4.73,16.8,36.06,1.23,沪市A股
600639,浦东金桥,10.98,-0.02,-0.18,11.14,10.95,7209400,79450000.0,123.24,0.81,11.48,12.1,0.85,沪市A股
002697,红旗连锁,5.54,-0.01,-0.18,5.62,5.53,17476500,97400000.0,75.34,1.57,15.68,6.11,1.53,深市A股
002055,ST得润,5.67,-0.01,-0.18,5.85,5.66,22310600,128210000.0,34.27,2.4,-2.8,5.96,3.76,深市A股
600483,福能股份,10.4,-0.02,-0.19,10.58,10.31,26130100,272540000.0,289.13,1.1,10.35,11.46,0.94,沪市A股
600970,中材国际,10.33,-0.02,-0.19,10.49,10.31,16373900,169900000.0,270.83,1.18,9.46,11.39,0.63,沪市A股
600887,伊利股份,26.35,-0.05,-0.19,26.73,26.32,25987700,688550000.0,1666.73,3.13,19.72,29.04,0.41,沪市A股
600279,重庆港,5.19,-0.01,-0.19,5.28,5.15,7239100,37830000.0,61.6,0.91,11.64,5.72,0.61,沪市A股
301067,显盈科技,31.16,-0.06,-0.19,32.65,31.11,1861600,59170000.0,30.3,3.65,376.04,37.46,2.92,深市A股
600530,交大昂立,5.38,-0.01,-0.19,5.49,5.37,7040300,38250000.0,41.69,13.1,136.77,5.93,0.91,沪市A股
603153,上海建科,15.77,-0.03,-0.19,16.06,15.74,1548400,24650000.0,64.64,1.78,18.87,17.38,0.38,沪市A股
301338,凯格精机,168.93,-0.34,-0.2,173.0,163.01,3000100,506300000.0,179.74,11.48,254.89,203.12,5.07,深市A股
603589,口子窖,24.7,-0.05,-0.2,25.54,24.7,4278200,107480000.0,147.74,1.41,8.93,27.23,0.72,沪市A股
603629,利通电子,64.24,-0.13,-0.2,66.05,61.91,26181900,1680290000.0,168.51,8.88,684.56,70.81,10.21,沪市A股
688593,新相微,29.6,-0.06,-0.2,30.97,29.48,828749900,250610000.0,136.02,8.73,1523.67,35.59,2.57,沪市A股
002701,奥瑞金,5.1,-0.01,-0.2,5.19,5.1,19311900,99210000.0,130.55,1.33,16.51,5.62,0.76,深市A股
002290,禾盛新材,60.53,-0.12,-0.2,61.86,60.0,2989700,181920000.0,150.18,15.51,91.93,66.72,1.21,深市A股
002007,华兰生物,14.65,-0.03,-0.2,14.85,14.62,8843000,130250000.0,267.72,2.33,28.47,16.15,0.56,深市A股
601816,京沪高铁,5.06,-0.01,-0.2,5.15,5.05,150047800,765430000.0,2475.64,1.21,19.39,5.58,0.31,沪市A股
605136,丽人丽妆,10.03,-0.02,-0.2,10.26,10.02,6008900,60930000.0,40.17,1.67,-50.21,11.06,1.5,沪市A股
300100,双林股份,29.97,-0.06,-0.2,30.42,29.81,7085800,213230000.0,171.42,5.31,34.06,36.04,1.29,深市A股
688193,仁度生物,51.4,-0.11,-0.21,52.85,51.33,45075800,23440000.0,20.6,2.26,216.59,61.81,1.12,沪市A股
002174,游族网络,9.54,-0.02,-0.21,9.73,9.53,12928000,124600000.0,93.47,1.9,-24.22,10.52,1.32,深市A股
603352,至信股份,37.29,-0.08,-0.21,38.23,37.27,1915900,72260000.0,84.52,2.94,41.44,41.11,4.31,沪市A股
301076,新瀚新材,37.59,-0.08,-0.21,38.88,37.55,4337300,165520000.0,65.74,5.54,98.69,45.2,3.95,深市A股
300979,华利集团,43.51,-0.09,-0.21,44.04,43.35,994100,43410000.0,507.76,3.13,15.83,52.32,0.09,深市A股
000557,西部创业,4.72,-0.01,-0.21,4.81,4.7,8229500,39190000.0,68.84,1.08,26.17,5.2,0.56,深市A股
688633,星球石墨,23.74,-0.05,-0.21,24.27,23.51,132734200,31670000.0,34.13,1.98,20.51,28.55,0.92,沪市A股
600050,中国联通,4.45,-0.01,-0.22,4.53,4.44,146713700,658470000.0,1391.27,0.83,15.24,4.91,0.48,沪市A股
300486,东杰智能,22.91,-0.05,-0.22,23.46,22.8,7953700,183370000.0,109.31,6.52,-42.49,27.55,1.67,深市A股
603444,吉比特,362.7,-0.8,-0.22,371.33,361.65,1261100,461820000.0,261.29,4.74,14.57,399.85,1.75,沪市A股
002033,丽江股份,9.09,-0.02,-0.22,9.29,8.99,14144800,129350000.0,49.95,1.95,23.4,10.02,2.57,深市A股
300247,融捷健康,4.62,-0.01,-0.22,4.68,4.59,13574600,62950000.0,37.15,3.29,79.28,5.56,1.69,深市A股
000088,盐 田 港,4.59,-0.01,-0.22,4.65,4.57,27630400,127640000.0,238.66,1.33,16.54,5.06,0.87,深市A股
601399,国机重装,4.51,-0.01,-0.22,4.6,4.5,61178500,278230000.0,325.33,2.2,67.94,4.97,0.85,沪市A股
600059,古越龙山,8.88,-0.02,-0.22,9.07,8.86,6504100,58180000.0,80.94,1.39,39.38,9.79,0.71,沪市A股
600746,江苏索普,9.02,-0.02,-0.22,9.36,8.9,47745800,433570000.0,105.34,1.93,49.52,9.94,4.09,沪市A股
603137,恒尚节能,13.64,-0.03,-0.22,13.91,13.44,2037100,27900000.0,24.95,2.01,26.73,15.04,2.76,沪市A股
688315,诺禾致源,13.89,-0.03,-0.22,14.24,13.8,284070500,39840000.0,57.81,2.12,34.8,16.7,0.68,沪市A股
300233,金城医药,13.91,-0.03,-0.22,14.2,13.75,8222200,115190000.0,53.4,1.46,120.85,16.73,2.22,深市A股
300458,全志科技,34.59,-0.08,-0.23,35.69,34.58,14163900,497550000.0,285.52,9.17,108.92,41.6,2.15,深市A股
688098,申联生物,8.63,-0.02,-0.23,8.89,8.62,225784000,19720000.0,35.44,2.53,-185.63,10.38,0.55,沪市A股
601113,华鼎股份,4.33,-0.01,-0.23,4.42,4.31,11053100,48320000.0,47.81,1.2,9.78,4.77,1.0,沪市A股
600345,长江通信,43.13,-0.1,-0.23,44.4,42.5,23288800,1014130000.0,142.16,4.04,83.29,47.55,11.01,沪市A股
688293,奥浦迈,43.0,-0.1,-0.23,45.08,43.0,109975400,48180000.0,55.92,2.33,134.09,51.72,0.97,沪市A股
605208,永茂泰,13.05,-0.03,-0.23,13.44,12.87,8370700,110530000.0,43.06,1.98,114.79,14.39,2.54,沪市A股
688320,禾川科技,30.16,-0.07,-0.23,30.85,30.1,159311900,48580000.0,45.55,3.72,-35.43,36.28,1.05,沪市A股
600570,恒生电子,25.53,-0.06,-0.23,25.96,25.52,17044200,438660000.0,483.45,4.91,39.27,28.15,0.9,沪市A股
601512,中新集团,8.64,-0.02,-0.23,8.82,8.64,3216700,28050000.0,129.5,0.86,20.33,9.53,0.21,沪市A股
000795,英洛华,8.75,-0.02,-0.23,8.85,8.72,9326200,81880000.0,99.2,3.74,39.69,9.65,0.82,深市A股
688657,浩辰软件,45.11,-0.11,-0.24,45.99,44.96,93288900,42460000.0,29.55,2.09,58.17,54.26,2.27,沪市A股
600373,中文传媒,8.46,-0.02,-0.24,8.62,8.45,7392300,63070000.0,113.99,0.65,15.31,9.33,0.55,沪市A股
600109,国金证券,8.38,-0.02,-0.24,8.53,8.37,23582000,199140000.0,310.51,0.89,18.59,9.24,0.64,沪市A股
600064,南京高科,8.35,-0.02,-0.24,8.49,8.34,12335400,103580000.0,144.48,0.73,8.37,9.21,0.71,沪市A股
001380,华纬科技,20.7,-0.05,-0.24,21.05,20.64,1630400,33980000.0,56.07,3.02,24.76,22.83,1.85,深市A股
600933,爱柯迪,16.86,-0.04,-0.24,17.1,16.81,7455300,126220000.0,173.68,1.86,18.49,18.59,0.76,沪市A股
600143,金发科技,16.7,-0.04,-0.24,17.04,16.63,49977900,839390000.0,440.02,2.31,53.36,18.41,1.9,沪市A股
688350,富淼科技,28.71,-0.07,-0.24,29.57,28.12,269680400,78390000.0,41.13,2.41,288.29,34.54,1.88,沪市A股
603370,华新精科,43.18,-0.11,-0.25,43.8,43.0,462800,20070000.0,75.54,3.96,49.33,47.62,1.32,沪市A股
002228,合兴包装,3.95,-0.01,-0.25,4.04,3.93,22993200,91560000.0,47.93,1.56,51.23,4.36,1.9,深市A股
603630,拉芳家化,15.84,-0.04,-0.25,16.2,15.77,3134500,50020000.0,35.67,1.87,86.23,17.47,1.39,沪市A股
600030,中信证券,24.04,-0.06,-0.25,24.44,24.03,102248600,2478630000.0,3562.86,1.26,11.85,26.51,0.84,沪市A股
002981,朝阳科技,23.54,-0.06,-0.25,24.09,23.5,2496800,59300000.0,32.36,3.03,43.87,25.96,2.09,深市A股
000848,承德露露,7.98,-0.02,-0.25,8.05,7.97,5169200,41390000.0,81.4,2.52,12.22,8.8,0.51,深市A股
002867,周大生,11.94,-0.03,-0.25,12.08,11.92,5178500,62100000.0,129.61,2.07,12.83,13.17,0.48,深市A股
001378,德冠新材,23.28,-0.06,-0.26,23.85,23.24,1901200,44790000.0,31.04,1.67,33.36,25.67,2.95,深市A股
600035,楚天高速,3.86,-0.01,-0.26,3.92,3.85,11055500,42910000.0,62.15,0.7,8.1,4.26,0.69,沪市A股
002763,汇洁股份,7.7,-0.02,-0.26,7.9,7.68,5587000,43630000.0,31.56,1.75,57.58,8.49,1.84,深市A股
688621,阳光诺和,64.18,-0.17,-0.26,66.8,64.13,234264600,153570000.0,71.88,5.94,36.66,77.22,2.09,沪市A股
603319,美湖股份,30.25,-0.08,-0.26,31.95,30.22,10113100,313020000.0,102.59,4.16,61.88,33.36,2.98,沪市A股
603721,*ST天择,19.49,-0.05,-0.26,19.78,19.25,653800,12760000.0,25.34,5.51,-148.72,20.52,0.5,沪市A股
688428,诺诚健华,27.02,-0.07,-0.26,27.93,26.88,1850735800,505410000.0,476.81,6.17,74.21,32.51,6.9,沪市A股
300218,安利股份,15.42,-0.04,-0.26,15.73,15.42,2379000,37010000.0,33.46,2.17,17.23,18.55,1.1,深市A股
601921,浙版传媒,7.81,-0.02,-0.26,7.94,7.79,13376900,105100000.0,173.56,1.21,13.5,8.61,0.6,沪市A股
000676,智度股份,7.6,-0.02,-0.26,7.75,7.58,14972700,114850000.0,95.74,2.24,45.02,8.38,1.19,深市A股
002550,千红制药,7.64,-0.02,-0.26,7.8,7.6,24231000,186480000.0,97.78,3.55,27.46,8.43,2.57,深市A股
603206,嘉环科技,15.44,-0.04,-0.26,15.73,15.4,1459100,22720000.0,47.12,2.08,67.89,17.03,0.48,沪市A股
603889,新澳股份,7.67,-0.02,-0.26,7.85,7.65,5822100,45050000.0,56.0,1.56,13.08,8.46,0.8,沪市A股
000915,华特达因,31.19,-0.08,-0.26,31.69,31.18,2450000,77010000.0,73.09,2.67,14.18,34.4,1.05,深市A股
603390,通达电气,11.55,-0.03,-0.26,11.77,11.52,2857500,33320000.0,40.62,2.51,158.61,12.74,0.82,沪市A股
600597,光明乳业,7.58,-0.02,-0.26,7.66,7.58,6558700,50000000.0,104.49,1.14,-70.03,8.36,0.48,沪市A股
605336,帅丰电器,15.51,-0.04,-0.26,16.1,15.3,3042000,47710000.0,28.45,1.52,47.18,17.11,1.66,沪市A股
002297,博云新材,10.93,-0.03,-0.27,11.27,10.87,21049300,233440000.0,62.64,2.98,-93.17,12.06,3.67,深市A股
603275,众辰科技,44.0,-0.12,-0.27,44.88,43.92,1137200,50460000.0,65.46,2.24,30.47,48.53,2.74,沪市A股
688365,光云科技,18.22,-0.05,-0.27,18.91,18.12,1150642900,212760000.0,77.59,8.21,-294.1,21.92,2.7,沪市A股
002467,二六三,7.37,-0.02,-0.27,7.59,7.27,156462700,1163890000.0,101.36,5.19,147.9,8.13,11.45,深市A股
300275,梅安森,10.89,-0.03,-0.27,11.24,10.82,4554800,50130000.0,33.54,3.55,60.34,13.1,1.68,深市A股
603658,安图生物,33.45,-0.09,-0.27,33.86,33.38,2207600,74270000.0,191.14,2.19,16.0,36.89,0.39,沪市A股
301151,冠龙节能,18.16,-0.05,-0.27,18.64,18.06,1506900,27650000.0,30.69,1.5,40.45,21.85,0.89,深市A股
002241,歌尔股份,22.36,-0.06,-0.27,22.95,22.31,52364100,1182990000.0,792.81,2.25,29.75,24.66,1.67,深市A股
688468,科美诊断,7.37,-0.02,-0.27,7.51,7.33,332659700,24770000.0,29.56,2.09,66.57,8.87,0.83,沪市A股
000090,天健集团,3.6,-0.01,-0.28,3.68,3.59,19515300,70860000.0,67.27,0.6,10.84,3.97,1.04,深市A股
300516,久之洋,59.56,-0.17,-0.28,61.9,59.18,4510300,273750000.0,107.21,8.24,443.72,71.68,2.51,深市A股
300026,红日药业,3.54,-0.01,-0.28,3.59,3.54,36175400,128900000.0,106.35,1.23,495.39,4.26,1.32,深市A股
000813,德展健康,3.52,-0.01,-0.28,3.62,3.52,30433400,108240000.0,73.82,1.48,-361.62,3.88,1.45,深市A股
002722,物产金轮,14.31,-0.04,-0.28,14.61,14.26,2466800,35640000.0,31.82,1.15,20.19,15.79,1.11,深市A股
603187,海容冷链,14.06,-0.04,-0.28,14.32,13.92,7253500,102200000.0,54.33,1.32,15.36,15.51,1.9,沪市A股
000739,普洛药业,17.83,-0.05,-0.28,18.4,17.83,7227100,129980000.0,206.55,3.26,23.19,19.67,0.62,深市A股
002437,誉衡药业,3.48,-0.01,-0.29,3.56,3.45,149169900,522690000.0,77.6,3.63,33.34,3.84,7.15,深市A股
600125,铁龙物流,6.93,-0.02,-0.29,7.18,6.9,44025400,309220000.0,90.47,1.18,23.69,7.65,3.37,沪市A股
000563,陕国投Ａ,3.39,-0.01,-0.29,3.45,3.39,48122100,164670000.0,173.36,0.92,12.1,3.74,0.94,深市A股
600265,ST景谷,20.87,-0.06,-0.29,20.9,20.3,647500,13330000.0,27.09,311.79,-37.17,21.98,0.5,沪市A股
